Order,Player name,Recipient,event_id,min,sec,outcome,period_id,team_id,Angle,Degrees,Y travel,X travel,Distance,Goalmouth Y,Goalmouth Z,X-end,x,Y-end,y
1070,"Eagles, Chris","Davies, Kevin",402,50,29,Complete,2nd,30,0.8,45.83662361,9.3,6.4,9.2,,,44.3,37.9,68.2,58.9
1072,"Davies, Kevin","Petrov, Martin",403,50,36,Complete,2nd,30,1.3,74.48451337,23.5,3.5,16.4,,,58.4,54.9,91.6,68.1
1074,"Petrov, Martin","Eagles, Chris",404,50,38,Complete,2nd,30,4.4,252.1014299,-13.2,-2.8,9.4,,,56.9,59.7,79.1,92.3
1076,"Eagles, Chris","Reo-Coker, Nigel",405,50,40,Complete,2nd,30,3.9,223.4535401,-8.2,-5.6,8.1,,,47,52.6,71.8,80
1078,"Reo-Coker, Nigel","Robinson, Paul",406,50,42,Complete,2nd,30,0.8,45.83662361,18.4,11.5,17.4,,,58.5,47,90.2,71.8
1080,"Robinson, Paul","Petrov, Martin",407,50,45,Complete,2nd,30,0.3,17.18873385,4.7,9,10,,,71.4,62.4,95.3,90.6
1082,"Petrov, Martin","Eagles, Chris",408,50,48,Complete,2nd,30,4,229.1831181,-15.4,-8.5,13.8,,,64.6,73.1,79.7,95.1
1084,"Eagles, Chris","Reo-Coker, Nigel",409,50,50,Complete,2nd,30,4.8,275.0197417,-15.4,1.3,10.6,,,65.9,64.6,64.3,79.7
1086,"Reo-Coker, Nigel","Klasnic, Ivan",410,50,52,Complete,2nd,30,5.6,320.8563653,-10.3,7.8,10.8,,,73.7,65.9,54,64.3
1088,"Klasnic, Ivan","Eagles, Chris",411,50,53,Complete,2nd,30,2.1,120.321137,12.8,-5.4,10.4,,,68.3,73.7,66.8,54
1090,"Eagles, Chris","Robinson, Paul",412,50,56,Complete,2nd,30,1.3,74.48451337,17.1,3.1,12.1,,,65.9,62.8,93.3,76.2
1092,"Robinson, Paul","Petrov, Martin",413,51,0,Complete,2nd,30,6.1,349.504255,-5.3,15.8,17,,,83,67.2,86.7,92
1094,"Petrov, Martin","Eagles, Chris",414,51,1,Complete,2nd,30,2.2,126.0507149,7.8,-3.4,6.4,,,79.6,83,94.5,86.7
1096,"Eagles, Chris","Robinson, Paul",415,51,4,Complete,2nd,30,2.3,131.7802929,11,-6,9.8,,,72.5,78.5,95.9,84.9
1098,"Robinson, Paul","Petrov, Martin",416,51,5,Complete,2nd,30,0.1,5.729577951,1.4,10,10.5,,,82.5,72.5,97.3,95.9
1100,"Petrov, Martin","Eagles, Chris",417,51,6,Complete,2nd,30,4.2,240.642274,-9.2,-3.2,7.1,,,79.3,82.5,88.1,97.3
1102,"Eagles, Chris","Klasnic, Ivan",418,51,7,Complete,2nd,30,4.6,263.5605858,-21.6,-1.6,14.8,,,77.7,79.3,66.5,88.1
1104,"Klasnic, Ivan",Incomplete pass,419,51,10,Key pass,2nd,30,0.4,22.91831181,6.7,11.8,13.2,,,89.5,77.7,73.2,66.5
1104,"Eagles, Chris",Miss,420,51,11,Complete,2nd,30,0,0,0,0,0,58,5.6,,88.4,,70.6
1106,"Hart, Joe",Incomplete pass,533,51,39,Incomplete,2nd,43,6.1,349.504255,-18.7,65.8,70.3,,,70.6,4.8,29.4,48.1
1108,"Richards, Micah","Dzeko, Edin",536,51,58,Complete,2nd,43,1.5,85.94366927,16.4,1,11.9,,,72.5,71.5,16.4,0
1110,"Dzeko, Edin",Incomplete pass,537,52,0,Incomplete,2nd,43,4.3,246.3718519,-16.4,-5.4,13.4,,,67.1,72.5,0,16.4
1112,"Robinson, Paul","Davies, Kevin",426,52,14,Complete,2nd,30,6,343.7746771,-9.2,23.7,25.8,,,63.9,40.2,90.8,100
1114,"Davies, Kevin","Petrov, Martin",427,52,16,Complete,2nd,30,1,57.29577951,5.3,2,4.2,,,65.9,63.9,96.1,90.8
1116,"Petrov, Martin",Incomplete pass,428,52,19,Incomplete,2nd,30,4.8,275.0197417,-17,1.3,11.6,,,69.4,68.1,78.3,95.3
1118,"Barry, Gareth","Milner, James",541,52,25,Complete,2nd,43,1.8,103.1324031,18.7,-3.1,13.1,,,47.1,50.2,58.7,40
1120,"Milner, James","Toure, Gnegneri Yaya",542,52,31,Complete,2nd,43,4.3,246.3718519,-6,-1.9,4.5,,,53.6,55.5,55.4,61.4
1122,"Toure, Gnegneri Yaya","Dzeko, Edin",543,52,33,Complete,2nd,43,6.1,349.504255,-5.6,16.7,17.9,,,70.8,54.1,54.5,60.1
1124,"Dzeko, Edin",Incomplete pass,544,52,34,Key pass,2nd,43,5.2,297.9380535,-5.8,2.2,4.6,,,72.5,70.3,48.6,54.4
1124,"Milner, James",Miss,545,52,36,Complete,2nd,43,0,0,0,0,0,39.8,37.5,,76.5,,45.3
1126,"Jaaskelainen, Jussi","Klasnic, Ivan",430,52,57,Complete,2nd,30,6,343.7746771,-28,62.2,68,,,68,5.8,31,59
1128,"Klasnic, Ivan",N,431,53,0,Complete,2nd,30,4.6,263.5605858,-17.6,-1.7,12.1,,,69.9,71.6,8.9,26.5
1130,"Eagles, Chris",Incomplete pass,433,53,4,Incomplete,2nd,30,1.3,74.48451337,43.9,8.7,31.2,,,97.1,88.4,47.7,3.8
1132,"Cahill, Gary",Incomplete pass,435,53,45,Incomplete,2nd,30,0.4,22.91831181,29.9,47.4,53.8,,,89.4,42,61.1,31.2
1134,"Barry, Gareth","Milner, James",552,53,48,Complete,2nd,43,0,0,0,4.4,4.6,,,27.9,23.5,47.7,47.7
1136,"Milner, James",N,553,53,49,Complete,2nd,43,4.7,269.2901637,-8.8,-0.3,6,,,27.9,28.2,38.6,47.4
1138,"Silva, David",N,566,53,51,Complete,2nd,43,1.6,91.67324722,6.2,-0.1,4.2,,,28.1,28.2,38,31.8
1140,"Silva, David",N,555,53,54,Complete,2nd,43,5.1,292.2084755,-10.6,3.1,7.9,,,31.4,28.3,34,44.6
1142,"Reo-Coker, Nigel",Incomplete pass,437,53,55,Incomplete,2nd,30,1.5,85.94366927,2.8,0.2,1.9,,,71.9,71.7,53.3,50.5
1144,"Milner, James","Barry, Gareth",556,53,55,Complete,2nd,43,0.6,34.37746771,19.1,19.2,24,,,50.8,31.6,53.1,34
1146,"Barry, Gareth","Aguero, Sergio",557,53,58,Complete,2nd,43,1.4,80.21409132,24,2.5,16.5,,,54.4,51.9,78,54
1148,"Aguero, Sergio","Silva, David",558,54,1,Complete,2nd,43,1,57.29577951,10,4.6,8.3,,,62.7,58.1,86.3,76.3
1150,"Silva, David","Kolarov, Aleksandar",559,54,4,Complete,2nd,43,0,0,0.3,25.7,27,,,96.3,70.6,77.4,77.1
1152,"Kolarov, Aleksandar",Incomplete pass,560,54,7,Incomplete,2nd,43,4.9,280.7493196,-43,3.7,29.6,,,100,96.3,34.4,77.4
1154,"Jaaskelainen, Jussi","Davies, Kevin",439,54,28,Complete,2nd,30,0,0,4.1,59.8,62.9,,,65.5,5.7,64.8,60.7
1156,"Davies, Kevin",Incomplete pass,440,54,31,Incomplete,2nd,30,5.5,315.1267873,-12.3,8.5,12.2,,,74,65.5,52.5,64.8
1158,"Davies, Kevin","Cahill, Gary",441,54,33,Complete,2nd,30,3.5,200.5352283,-12,-22.3,24.8,,,46.3,68.6,45.2,57.2
1160,"Cahill, Gary","Eagles, Chris",442,54,36,Complete,2nd,30,5.4,309.3972094,-19.3,10.5,17.1,,,57.2,46.7,25.6,44.9
1162,"Eagles, Chris","Steinsson, Gretar",443,54,42,Complete,2nd,30,5.7,326.5859432,-16.5,15.1,19.4,,,74.7,59.6,4.7,21.2
1164,"Steinsson, Gretar",Incomplete pass,444,54,48,Incomplete,2nd,30,1.1,63.02535746,7,2.5,5.4,,,86.2,83.7,10.1,3.1
1166,"Eagles, Chris",N,446,55,9,Complete,2nd,30,1.9,108.8619811,63.7,-12.9,45.4,,,86.7,99.6,64.3,0.6
1168,"Hart, Joe",Incomplete pass,568,55,42,Incomplete,2nd,43,6.1,349.504255,-12.7,55,58.4,,,65.7,10.7,27.6,40.3
1170,"Reo-Coker, Nigel",Incomplete pass,449,55,47,Incomplete,2nd,30,0.3,17.18873385,11.9,34.1,37,,,72,37.9,100,88.1
1172,"Richards, Micah",Incomplete pass,570,56,8,Incomplete,2nd,43,0.5,28.64788976,23.4,33,38.6,,,59.8,26.8,23.4,0
1174,"Knight, Zat",Incomplete pass,451,56,11,Incomplete,2nd,30,6.1,349.504255,-6.5,28.1,29.8,,,63.7,35.6,65.1,71.6
1176,"Toure, Gnegneri Yaya",Incomplete pass,571,56,12,Incomplete,2nd,43,6.3,360.9634109,-0.3,7.6,8,,,47,39.4,33.2,33.5
1178,"Reo-Coker, Nigel",Incomplete pass,452,56,14,Incomplete,2nd,30,4.8,275.0197417,-9.2,0.3,6.3,,,54,53.7,52.8,62
1180,"Toure, Gnegneri Yaya",N,573,56,15,Complete,2nd,43,6.1,349.504255,-6,18.6,20,,,65.4,46.8,35.7,41.7
1182,"Silva, David",N,575,57,2,Complete,2nd,43,0.8,45.83662361,36,22.3,33.9,,,89.9,67.6,68.4,32.4
1184,"Kompany, Vincent",Incomplete pass,577,57,5,Incomplete,2nd,43,5.9,338.0450991,-7,10.1,12.4,,,100,89.9,61.4,68.4
1186,"Jaaskelainen, Jussi",Incomplete pass,457,57,24,Incomplete,2nd,30,6,343.7746771,-22.9,60.1,65,,,65.8,5.7,16.4,39.3
1188,"Barry, Gareth",Incomplete pass,579,57,28,Incomplete,2nd,43,5.8,332.3155212,-10.7,11.9,14.5,,,46.3,34.4,74,84.7
1190,"Muamba, Fabrice","Eagles, Chris",458,57,30,Complete,2nd,30,5.6,320.8563653,-10.7,8,11.1,,,64,56,4.7,15.4
1192,"Eagles, Chris",Incomplete pass,459,57,32,Incomplete,2nd,30,0.6,34.37746771,5.4,5.4,6.8,,,69.4,64,10.1,4.7
1194,"Barry, Gareth",N,582,57,33,Complete,2nd,43,0,0,0.1,4.3,4.5,,,39.8,35.5,95.1,95
1196,"Kolarov, Aleksandar","Kompany, Vincent",585,57,51,Complete,2nd,43,4.3,246.3718519,-53.8,-15.2,39.9,,,25.9,41.1,43.1,96.9
1198,"Kompany, Vincent","Lescott, Joleon",586,57,55,Complete,2nd,43,1.4,80.21409132,36.7,3.7,25.3,,,29.6,25.9,79.7,43
1200,"Lescott, Joleon","Kolarov, Aleksandar",587,57,57,Complete,2nd,43,1,57.29577951,17.3,7.8,14.3,,,37.4,29.6,97,79.7
1202,"Kolarov, Aleksandar","Dzeko, Edin",588,58,0,Complete,2nd,43,6,343.7746771,-10.1,21,23.1,,,58.4,37.4,86.9,97
1204,"Dzeko, Edin","Milner, James",589,58,2,Complete,2nd,43,2.4,137.5098708,7.5,-5.7,7.9,,,53.6,59.3,94.2,86.7
1206,"Milner, James",N,590,58,2,Complete,2nd,43,5.9,338.0450991,-12,19.2,21.7,,,72.8,53.6,82.1,94.1
1208,"Silva, David",Incomplete pass,592,58,11,Incomplete,2nd,43,4.2,240.642274,-5.8,-2,4.5,,,96.4,98.4,69,74.8
1210,"Silva, David","Milner, James",594,58,30,Complete,2nd,43,4.2,240.642274,-19.1,-7.7,15.3,,,91.8,99.5,80.4,99.5
1212,"Milner, James","Silva, David",595,58,32,Complete,2nd,43,1.6,91.67324722,13.2,-0.1,9,,,90.8,90.9,93.6,80.4
1214,"Silva, David","Milner, James",596,58,34,Complete,2nd,43,3.3,189.0760724,-1.4,-8.1,8.6,,,83.9,92,81.3,82.7
1216,"Milner, James",Incomplete pass,597,58,36,Key pass,2nd,43,5.3,303.6676314,-29.1,12.3,23.6,,,92.3,80,46.4,75.5
1216,"Dzeko, Edin",Miss,598,58,39,Complete,2nd,43,0,0,0,0,0,37.5,6.9,,92.3,,46.4
1218,"Jaaskelainen, Jussi","Davies, Kevin",468,59,25,Complete,2nd,30,0,0,4.4,69.3,72.8,,,74.9,5.6,66.2,61.8
1220,"Davies, Kevin",Incomplete pass,469,59,28,Incomplete,2nd,30,0.6,34.37746771,6.2,6.1,7.7,,,81,74.9,72.4,66.2
1222,"Kompany, Vincent",N,602,59,30,Complete,2nd,43,5.3,303.6676314,-14.9,6.5,12.2,,,26.8,20.3,14.2,29.1
1224,"Silva, David",Incomplete pass,604,59,33,Incomplete,2nd,43,1,57.29577951,46.1,18.2,36.7,,,35.4,17.2,50.3,4.2
1226,"Davies, Mark","Eagles, Chris",470,59,38,Complete,2nd,30,5.5,315.1267873,-6.2,4.3,6.2,,,68.7,64.4,38.5,44.7
1228,"Eagles, Chris","Klasnic, Ivan",471,59,40,Complete,2nd,30,5.9,338.0450991,-4.2,7.8,8.7,,,73.7,65.9,45.5,49.7
1230,"Klasnic, Ivan",Incomplete pass,472,59,42,Incomplete,2nd,30,2.8,160.4281826,2.8,-5.2,5.8,,,68.5,73.7,48.3,45.5
1232,"Toure, Gnegneri Yaya","Aguero, Sergio",607,59,43,Complete,2nd,43,0.5,28.64788976,8.2,10.8,12.6,,,45.2,34.4,59.3,51.1
1234,"Aguero, Sergio",Incomplete pass,608,59,44,Incomplete,2nd,43,0.5,28.64788976,1.3,1.6,1.9,,,46.8,45.2,60.6,59.3
1236,"Milner, James","Kolarov, Aleksandar",609,59,48,Complete,2nd,43,0,0,0,17.9,18.8,,,86.6,68.7,87.8,87.8
1238,"Kolarov, Aleksandar",Incomplete pass,610,59,51,Incomplete,2nd,43,4.9,280.7493196,-24.7,3.7,17.2,,,91.1,87.4,62.5,87.2
1240,"Silva, David",N,612,60,24,Complete,2nd,43,2.4,137.5098708,4.7,-3.2,4.6,,,96.6,99.8,5.5,0.8
1242,"Milner, James",Incomplete pass,614,60,26,Incomplete,2nd,43,1.8,103.1324031,25.1,-3.4,17.4,,,94.4,97.8,55.3,30.2
1244,"Silva, David","Milner, James",617,61,0,Complete,2nd,43,3.8,217.7239622,-3.6,-2.8,3.8,,,96.9,99.7,95.8,99.4
1246,"Milner, James","Silva, David",618,61,1,Complete,2nd,43,3.1,177.6169165,0.6,-7.5,7.9,,,89.4,96.9,96.4,95.8
1248,"Silva, David","Kolarov, Aleksandar",619,61,2,Complete,2nd,43,4.9,280.7493196,-20.1,2.3,13.9,,,90.9,88.6,76.3,96.4
1250,"Kolarov, Aleksandar",Incomplete pass,620,61,4,Incomplete,2nd,43,4.8,275.0197417,-2.8,0.1,1.9,,,96.6,96.5,75.7,78.5
1252,"Kolarov, Aleksandar","Silva, David",621,61,6,Complete,2nd,43,3.1,177.6169165,0,-5.4,5.7,,,87.8,93.2,87.1,87.1
1254,"Silva, David","Milner, James",622,61,8,Complete,2nd,43,3.4,194.8056503,-6.7,-17.6,19,,,70.2,87.8,80.4,87.1
1256,"Milner, James","Barry, Gareth",623,61,11,Complete,2nd,43,4.8,275.0197417,-26.7,1.8,18.3,,,72,70.2,53.7,80.4
1258,"Barry, Gareth","Silva, David",624,61,14,Complete,2nd,43,0.1,5.729577951,4.3,20.1,21.3,,,93.4,73.3,69.6,65.3
1260,"Silva, David",N,625,61,15,Complete,2nd,43,4.3,246.3718519,-12.1,-3.1,8.8,,,90.2,93.3,57.5,69.6
1262,"Jaaskelainen, Jussi",N,483,61,33,Complete,2nd,30,6.1,349.504255,-10.9,43.8,46.6,,,61.9,18.1,18.4,29.3
1264,"Petrov, Martin",Incomplete pass,485,62,4,Assist,2nd,30,0.5,28.64788976,22.8,25.6,31,,,90.7,65.1,48.8,26
1264,"Davies, Kevin",Goal,486,62,6,Complete,2nd,30,0,0,0,0,0,46,9.7,,90.7,,48.8
1266,"Dzeko, Edin","Aguero, Sergio",630,62,40,Complete,2nd,43,0.4,22.91831181,1.6,2.4,2.7,,,52.2,49.8,52.2,50.6
1268,"Aguero, Sergio","Barry, Gareth",631,62,41,Complete,2nd,43,3.2,183.3464944,-2.5,-18.6,19.6,,,33.6,52.2,49.7,52.2
1270,"Barry, Gareth",Incomplete pass,632,62,44,Incomplete,2nd,43,1.6,91.67324722,22.1,-1,15.1,,,32.8,33.8,71.8,49.7
1272,"Davies, Kevin","Klasnic, Ivan",489,62,48,Complete,2nd,30,5.7,326.5859432,-10.2,9.8,12.4,,,86,76.2,26.3,36.5
1274,"Klasnic, Ivan",Incomplete pass,490,62,49,Incomplete,2nd,30,2,114.591559,15.7,-4.5,11.7,,,81.7,86.2,41.4,25.7
1276,"Steinsson, Gretar","Cahill, Gary",492,63,4,Complete,2nd,30,2.1,120.321137,9.5,-4.1,8.6,,,66.2,70.3,9.5,0
1278,"Cahill, Gary","Eagles, Chris",493,63,5,Complete,2nd,30,1.8,103.1324031,15.7,-2.5,11,,,64.4,66.9,25.2,9.5
1280,"Eagles, Chris","Reo-Coker, Nigel",494,63,6,Complete,2nd,30,5.9,338.0450991,-5.4,10,11.1,,,74.4,64.4,19.8,25.2
1282,"Reo-Coker, Nigel","Cahill, Gary",495,63,7,Complete,2nd,30,4.3,246.3718519,-10.3,-3.3,7.8,,,71.1,74.4,9.5,19.8
1284,"Cahill, Gary",N,496,63,9,Complete,2nd,30,1.3,74.48451337,42.2,8.6,30.1,,,82.7,74.1,51.6,9.4
1286,"Richards, Micah",Incomplete pass,636,63,14,Incomplete,2nd,43,6.2,355.233833,-5.2,32.2,34,,,45.6,13.4,13.4,18.6
1288,"Robinson, Paul","Petrov, Martin",501,63,22,Complete,2nd,30,0.7,40.10704566,21.4,14.9,21.4,,,82.9,68,95.5,74.1
1290,"Petrov, Martin",Incomplete pass,502,63,24,Incomplete,2nd,30,4.9,280.7493196,-11.4,1.1,7.8,,,94.5,93.4,83,94.4
1292,"Petrov, Martin",Incomplete pass,504,63,45,Incomplete,2nd,30,4.5,257.8310078,-49.4,-7.3,34.5,,,92.3,99.6,50,99.4
1294,"Dzeko, Edin",Incomplete pass,641,63,53,Incomplete,2nd,43,0.2,11.4591559,14.5,38.8,41.9,,,66,27.2,16.4,1.9
1296,"Milner, James","Toure, Gnegneri Yaya",643,64,3,Complete,2nd,43,1.6,91.67324722,11.5,-0.6,8.8,,,69.5,70.1,11.5,0
1298,"Toure, Gnegneri Yaya",N,644,64,4,Complete,2nd,43,4.8,275.0197417,-9,0.4,6.1,,,69.9,69.5,2.5,11.5
1300,"Milner, James",Incomplete pass,647,64,10,Incomplete,2nd,43,2.2,126.0507149,23.4,-10.6,19.4,,,87.1,97.7,47.2,23.8
1302,"Silva, David",N,648,64,15,Complete,2nd,43,1.5,85.94366927,17,0.9,11.6,,,83.9,83,44.6,27.6
1304,"Richards, Micah","Dzeko, Edin",651,64,49,Complete,2nd,43,0.5,28.64788976,13.6,18.1,21.4,,,59.5,41.4,13.6,0
1306,"Dzeko, Edin","Toure, Gnegneri Yaya",652,64,52,Complete,2nd,43,2.3,131.7802929,7.7,-4.2,6.8,,,54.7,58.9,13.3,5.6
1308,"Toure, Gnegneri Yaya","Richards, Micah",653,64,53,Complete,2nd,43,3.8,217.7239622,-7.2,-5.7,7.7,,,49,54.7,6.1,13.3
1310,"Richards, Micah","Aguero, Sergio",654,64,55,Complete,2nd,43,0.5,28.64788976,19,21.3,25.8,,,70.3,49,25.1,6.1
1312,"Aguero, Sergio",Incomplete pass,655,64,56,Incomplete,2nd,43,5.9,338.0450991,-3.9,7,7.8,,,76.9,69.9,21.2,25.1
1314,"Knight, Zat",Incomplete pass,512,64,59,Incomplete,2nd,30,5.3,303.6676314,-39.1,15.7,31.3,,,42.8,27.1,31.6,70.7
1316,"Milner, James","Silva, David",657,65,4,Complete,2nd,43,5.9,338.0450991,-8.9,14.4,16.3,,,72.7,58.3,57,65.9
1318,"Silva, David","Milner, James",658,65,5,Complete,2nd,43,3.9,223.4535401,-5,-3.4,4.9,,,69.3,72.7,52,57
1320,"Milner, James","Kolarov, Aleksandar",659,65,8,Complete,2nd,43,1.6,91.67324722,33.3,-1.6,22.7,,,71.2,72.8,90.9,57.6
1322,"Kolarov, Aleksandar",Incomplete pass,660,65,11,Incomplete,2nd,43,5.3,303.6676314,-34.1,16.1,28.7,,,90.9,74.8,52.3,86.4
1324,"Petrov, Martin","Klasnic, Ivan",515,65,20,Complete,2nd,30,5.5,315.1267873,-15.4,10.2,15,,,44.7,34.5,80.4,95.8
1326,"Klasnic, Ivan","Reo-Coker, Nigel",516,65,22,Complete,2nd,30,3.8,217.7239622,-10.6,-8.2,11.2,,,37.7,45.9,68.7,79.3
1328,"Reo-Coker, Nigel","Eagles, Chris",517,65,23,Complete,2nd,30,5.3,303.6676314,-22.3,8.7,17.7,,,48.5,39.8,42.2,64.5
1330,"Eagles, Chris","Davies, Kevin",518,65,27,Complete,2nd,30,6,343.7746771,-5.6,14.7,15.9,,,69.5,54.8,29.3,34.9
1332,"Davies, Kevin","Steinsson, Gretar",519,65,28,Complete,2nd,30,4.7,269.2901637,-21.2,-0.3,14.4,,,71.6,71.9,5.9,27.1
1334,"Steinsson, Gretar","Eagles, Chris",520,65,33,Complete,2nd,30,2,114.591559,15.6,-4.3,11.5,,,67.3,71.6,21.5,5.9
1336,"Eagles, Chris","Petrov, Martin",521,65,36,Complete,2nd,30,1.4,80.21409132,61.6,7.6,42.6,,,75.4,67.8,85.3,23.7
1338,"Petrov, Martin","Reo-Coker, Nigel",522,65,38,Complete,2nd,30,4.2,240.642274,-19.8,-7.5,15.6,,,69,76.5,68.7,88.5
1340,"Reo-Coker, Nigel",Incomplete pass,523,65,41,Incomplete,2nd,30,5.6,320.8563653,-40.5,29.5,42.6,,,100,70.5,26.8,67.3
1342,"Hart, Joe",Incomplete pass,662,66,9,Incomplete,2nd,43,0.2,11.4591559,17.7,65.3,69.6,,,70.3,5,75.8,58.1
1344,"Eagles, Chris","Davies, Kevin",528,66,16,Complete,2nd,30,6.3,360.9634109,-0.3,17.9,18.8,,,54.6,36.7,23.7,24
1346,"Davies, Kevin","Eagles, Chris",529,66,17,Complete,2nd,30,3.7,211.9943842,-7.5,-7.4,9.3,,,47.2,54.6,16.2,23.7
1348,"Eagles, Chris","Klasnic, Ivan",530,66,18,Complete,2nd,30,0.9,51.56620156,16.3,8.6,14.3,,,64.5,55.9,33,16.7
1350,"Klasnic, Ivan","Davies, Kevin",531,66,19,Complete,2nd,30,2.2,126.0507149,7.3,-3.1,5.9,,,61.4,64.5,40.3,33
1352,"Davies, Kevin","Davies, Mark",532,66,22,Complete,2nd,30,3.1,177.6169165,0.5,-6.9,7.3,,,58,64.9,31.5,31
1354,"Davies, Mark","Reo-Coker, Nigel",533,66,24,Complete,2nd,30,1.2,68.75493542,29.4,7.4,21.4,,,63.4,56,64.3,34.9
1356,"Reo-Coker, Nigel","Petrov, Martin",534,66,26,Complete,2nd,30,1.3,74.48451337,27.3,5.7,19.5,,,69.1,63.4,91.6,64.3
1358,"Petrov, Martin","Robinson, Paul",535,66,30,Complete,2nd,30,0.4,22.91831181,4.8,6.9,7.9,,,75.4,68.5,97.6,92.8
1360,"Robinson, Paul","Klasnic, Ivan",536,66,32,Complete,2nd,30,4.5,257.8310078,-21.9,-2.7,15.2,,,72.7,75.4,75.7,97.6
1362,"Klasnic, Ivan","Petrov, Martin",537,66,35,Complete,2nd,30,1.1,63.02535746,12.7,3.8,9.5,,,76.1,72.3,95.6,82.9
1364,"Petrov, Martin","Reo-Coker, Nigel",538,66,37,Complete,2nd,30,4,229.1831181,-20.8,-12.1,19,,,64,76.1,76.2,97
1366,"Reo-Coker, Nigel",N,539,66,39,Complete,2nd,30,4.8,275.0197417,-11.8,0.3,8,,,63.1,62.8,61.1,72.9
1368,"Davies, Mark","Davies, Kevin",541,66,43,Complete,2nd,30,5.6,320.8563653,-5.9,5.1,6.7,,,77.9,72.8,53.3,59.2
1370,"Davies, Kevin",Incomplete pass,542,66,46,Incomplete,2nd,30,0.5,28.64788976,4.6,5.5,6.6,,,83.4,77.9,57.9,53.3
1372,"Milner, James",N,667,66,47,Complete,2nd,43,4.7,269.2901637,-10.1,0.2,6.9,,,30.3,30.1,43.3,53.4
1374,"Silva, David","Aguero, Sergio",669,66,49,Complete,2nd,43,0,0,0.4,7.4,7.8,,,37.2,29.8,44.2,43.8
1376,"Aguero, Sergio","Milner, James",670,66,49,Complete,2nd,43,1.6,91.67324722,19.8,-0.5,13.5,,,36.4,36.9,64.2,44.4
1378,"Milner, James","Dzeko, Edin",671,66,51,Complete,2nd,43,1.4,80.21409132,28,2.9,19.3,,,43.5,40.6,97.8,69.8
1380,"Dzeko, Edin","Milner, James",672,66,53,Complete,2nd,43,5.4,309.3972094,-14.5,7.3,12.5,,,52.8,45.5,83.3,97.8
1382,"Milner, James","Dzeko, Edin",673,66,54,Complete,2nd,43,0.2,11.4591559,6.2,20.3,21.7,,,73.1,52.8,89.5,83.3
1384,"Dzeko, Edin","Silva, David",674,67,1,Complete,2nd,43,4.5,257.8310078,-5.3,-0.6,3.7,,,84.3,84.9,72.9,78.2
1385,"Toure, Gnegneri Yaya",Miss,676,67,7,Complete,2nd,43,0,0,0,0,0,34.4,58.3,,71.4,,53.9
1386,"Silva, David",Incomplete pass,675,67,4,Key pass,2nd,43,3.7,211.9943842,-14,-14,17.5,,,71.2,85.2,60.4,74.4
1388,"Jaaskelainen, Jussi",Incomplete pass,544,68,1,Incomplete,2nd,30,0.1,5.729577951,6.6,61.1,64.3,,,66.7,5.6,67.7,61.1
1390,"Richards, Micah",N,680,68,4,Complete,2nd,43,0.2,11.4591559,5.2,16.4,17.6,,,47.1,30.7,32.6,27.4
1392,"Tevez, Carlos","Milner, James",682,68,8,Complete,2nd,43,1.3,74.48451337,30.6,5.6,21.6,,,72.5,66.9,78,47.4
1394,"Milner, James","Tevez, Carlos",683,68,12,Complete,2nd,43,0.1,5.729577951,1.4,13.4,14.1,,,87.8,74.4,77.1,75.7
1396,"Tevez, Carlos",Incomplete pass,684,68,16,Incomplete,2nd,43,4.7,269.2901637,-3.2,-0.1,2.2,,,89.9,90,70.2,73.4
1398,"Milner, James","Kolarov, Aleksandar",687,68,34,Complete,2nd,43,3.6,206.2648062,-2.8,-5,5.9,,,80.3,85.3,97.2,100
1400,"Kolarov, Aleksandar",N,688,68,34,Complete,2nd,43,6.3,360.9634109,-0.1,9.4,9.9,,,89.7,80.3,97.2,97.3
1402,"Milner, James","Tevez, Carlos",690,68,38,Complete,2nd,43,4.7,269.2901637,-15.1,-0.2,10.3,,,95.8,96,74.6,89.7
1404,"Tevez, Carlos",Incomplete pass,691,68,40,Key pass,2nd,43,4.3,246.3718519,-18.1,-4.9,13.3,,,92.1,97,55.3,73.4
1406,"Dzeko, Edin",N,693,68,45,Complete,2nd,43,3.5,200.5352283,-9.5,-14.7,16.7,,,77.2,91.9,13.4,22.9
1408,"Reo-Coker, Nigel",Incomplete pass,551,68,53,Incomplete,2nd,30,0.4,22.91831181,23.5,35.3,40.4,,,63.5,28.2,93.3,69.8
1410,"Kompany, Vincent","Hart, Joe",696,68,56,Complete,2nd,43,2.7,154.6986047,11.4,-15.5,18,,,15.3,30.8,28.4,17
1412,"Hart, Joe",Incomplete pass,697,68,59,Incomplete,2nd,43,0.2,11.4591559,16.1,47.9,51.5,,,67.2,19.3,36.5,20.4
1414,"Knight, Zat",N,552,69,4,Complete,2nd,30,6.2,355.233833,-2.5,17.5,18.5,,,48.9,31.4,66.3,68.8
1416,"Klasnic, Ivan","Reo-Coker, Nigel",554,69,7,Complete,2nd,30,2.8,160.4281826,3.6,-6.6,7.3,,,42.4,49,71.2,67.6
1418,"Reo-Coker, Nigel","Petrov, Martin",555,69,8,Complete,2nd,30,0.8,45.83662361,19,11.2,17.5,,,56.1,44.9,92.2,73.2
1420,"Petrov, Martin",Incomplete pass,556,69,11,Incomplete,2nd,30,5.1,292.2084755,-5.9,1.7,4.4,,,64.3,62.6,89.2,95.1
